resource_id,semantic_key,resource_family,target_future_path,placeholder_reference_path,required_final_svg_path,required_png_exports,replacement_priority,semantic_risk,replacement_ready,blocker_reason,semantic_reuse_reason,source_manifest,notes
result_statistics,analysis.status.testing_level,result_report_export,assets/icons/result_report_export/result_statistics.svg,docs/ui/icon_extraction/batch_01/result_report_export/result_statistics_64_placeholder.png,assets/icons/result_report_export/result_statistics.svg,assets/icons/result_report_export/result_statistics_24.png;assets/icons/result_report_export/result_statistics_32.png;assets/icons/result_report_export/result_statistics_48.png;assets/icons/result_report_export/result_statistics_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
result_summary,result.semantic.testing_summary_only,result_report_export,assets/icons/result_report_export/result_summary.svg,docs/ui/icon_extraction/batch_01/result_report_export/result_summary_64_placeholder.png,assets/icons/result_report_export/result_summary.svg,assets/icons/result_report_export/result_summary_24.png;assets/icons/result_report_export/result_summary_32.png;assets/icons/result_report_export/result_summary_48.png;assets/icons/result_report_export/result_summary_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by result preview icons and empty-result illustration for testing-summary-only semantics.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
report_generate,report.status.draft,result_report_export,assets/icons/result_report_export/report_generate.svg,docs/ui/icon_extraction/batch_01/result_report_export/report_generate_64_placeholder.png,assets/icons/result_report_export/report_generate.svg,assets/icons/result_report_export/report_generate_24.png;assets/icons/result_report_export/report_generate_32.png;assets/icons/result_report_export/report_generate_48.png;assets/icons/result_report_export/report_generate_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by draft status and report draft/template resources; does not imply report-ready output.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
report_template,report.status.draft,result_report_export,assets/icons/result_report_export/report_template.svg,docs/ui/icon_extraction/batch_01/result_report_export/report_template_64_placeholder.png,assets/icons/result_report_export/report_template.svg,assets/icons/result_report_export/report_template_24.png;assets/icons/result_report_export/report_template_32.png;assets/icons/result_report_export/report_template_48.png;assets/icons/result_report_export/report_template_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by draft status and report draft/template resources; does not imply report-ready output.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
export_result,report.export_panel,result_report_export,assets/icons/result_report_export/export_result.svg,docs/ui/icon_extraction/batch_01/result_report_export/export_result_64_placeholder.png,assets/icons/result_report_export/export_result.svg,assets/icons/result_report_export/export_result_24.png;assets/icons/result_report_export/export_result_32.png;assets/icons/result_report_export/export_result_48.png;assets/icons/result_report_export/export_result_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by multiple report/export action icons within one gated export panel semantic group.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
export_pdf,report.export_panel,result_report_export,assets/icons/result_report_export/export_pdf.svg,docs/ui/icon_extraction/batch_01/result_report_export/export_pdf_64_placeholder.png,assets/icons/result_report_export/export_pdf.svg,assets/icons/result_report_export/export_pdf_24.png;assets/icons/result_report_export/export_pdf_32.png;assets/icons/result_report_export/export_pdf_48.png;assets/icons/result_report_export/export_pdf_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by multiple report/export action icons within one gated export panel semantic group.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
export_excel,export.format.xlsx,result_report_export,assets/icons/result_report_export/export_excel.svg,docs/ui/icon_extraction/batch_01/result_report_export/export_excel_64_placeholder.png,assets/icons/result_report_export/export_excel.svg,assets/icons/result_report_export/export_excel_24.png;assets/icons/result_report_export/export_excel_32.png;assets/icons/result_report_export/export_excel_48.png;assets/icons/result_report_export/export_excel_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
export_csv,export.format.csv,result_report_export,assets/icons/result_report_export/export_csv.svg,docs/ui/icon_extraction/batch_01/result_report_export/export_csv_64_placeholder.png,assets/icons/result_report_export/export_csv.svg,assets/icons/result_report_export/export_csv_24.png;assets/icons/result_report_export/export_csv_32.png;assets/icons/result_report_export/export_csv_48.png;assets/icons/result_report_export/export_csv_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
export_archive,report.export_panel,result_report_export,assets/icons/result_report_export/export_archive.svg,docs/ui/icon_extraction/batch_01/result_report_export/export_archive_64_placeholder.png,assets/icons/result_report_export/export_archive.svg,assets/icons/result_report_export/export_archive_24.png;assets/icons/result_report_export/export_archive_32.png;assets/icons/result_report_export/export_archive_48.png;assets/icons/result_report_export/export_archive_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by multiple report/export action icons within one gated export panel semantic group.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
share_result,report.export_panel,result_report_export,assets/icons/result_report_export/share_result.svg,docs/ui/icon_extraction/batch_01/result_report_export/share_result_64_placeholder.png,assets/icons/result_report_export/share_result.svg,assets/icons/result_report_export/share_result_24.png;assets/icons/result_report_export/share_result_32.png;assets/icons/result_report_export/share_result_48.png;assets/icons/result_report_export/share_result_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by multiple report/export action icons within one gated export panel semantic group.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
result_clear,report.export_panel,result_report_export,assets/icons/result_report_export/result_clear.svg,docs/ui/icon_extraction/batch_01/result_report_export/result_clear_64_placeholder.png,assets/icons/result_report_export/result_clear.svg,assets/icons/result_report_export/result_clear_24.png;assets/icons/result_report_export/result_clear_32.png;assets/icons/result_report_export/result_clear_48.png;assets/icons/result_report_export/result_clear_64.png,P3,high: report/export visual affordance may imply enabled formal result or report-ready package,false,Result/Report/Export gating review required; icon cannot become active affordance before report/export readiness is proven.,Shared by multiple report/export action icons within one gated export panel semantic group.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_project_home,bio.page.project_home,bio_pages,assets/icons/bioinformatics/pages/bio_page_project_home.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_project_home_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_project_home.svg,assets/icons/bioinformatics/pages/bio_page_project_home_24.png;assets/icons/bioinformatics/pages/bio_page_project_home_32.png;assets/icons/bioinformatics/pages/bio_page_project_home_48.png;assets/icons/bioinformatics/pages/bio_page_project_home_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",Shared by Bio project home page icon and generic empty-project illustration reference.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_data_source,bio.page.data_source,bio_pages,assets/icons/bioinformatics/pages/bio_page_data_source.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_data_source_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_data_source.svg,assets/icons/bioinformatics/pages/bio_page_data_source_24.png;assets/icons/bioinformatics/pages/bio_page_data_source_32.png;assets/icons/bioinformatics/pages/bio_page_data_source_48.png;assets/icons/bioinformatics/pages/bio_page_data_source_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_data_check_preparation,bio.page.data_check_preparation,bio_pages,assets/icons/bioinformatics/pages/bio_page_data_check_preparation.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_data_check_preparation_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_data_check_preparation.svg,assets/icons/bioinformatics/pages/bio_page_data_check_preparation_24.png;assets/icons/bioinformatics/pages/bio_page_data_check_preparation_32.png;assets/icons/bioinformatics/pages/bio_page_data_check_preparation_48.png;assets/icons/bioinformatics/pages/bio_page_data_check_preparation_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_group_design,bio.page.group_design,bio_pages,assets/icons/bioinformatics/pages/bio_page_group_design.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_group_design_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_group_design.svg,assets/icons/bioinformatics/pages/bio_page_group_design_24.png;assets/icons/bioinformatics/pages/bio_page_group_design_32.png;assets/icons/bioinformatics/pages/bio_page_group_design_48.png;assets/icons/bioinformatics/pages/bio_page_group_design_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_analysis_tasks,bio.page.analysis_tasks,bio_pages,assets/icons/bioinformatics/pages/bio_page_analysis_tasks.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_analysis_tasks_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_analysis_tasks.svg,assets/icons/bioinformatics/pages/bio_page_analysis_tasks_24.png;assets/icons/bioinformatics/pages/bio_page_analysis_tasks_32.png;assets/icons/bioinformatics/pages/bio_page_analysis_tasks_48.png;assets/icons/bioinformatics/pages/bio_page_analysis_tasks_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_result_report,bio.page.result_report,bio_pages,assets/icons/bioinformatics/pages/bio_page_result_report.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_result_report_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_result_report.svg,assets/icons/bioinformatics/pages/bio_page_result_report_24.png;assets/icons/bioinformatics/pages/bio_page_result_report_32.png;assets/icons/bioinformatics/pages/bio_page_result_report_48.png;assets/icons/bioinformatics/pages/bio_page_result_report_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_report_export,bio.page.report_export,bio_pages,assets/icons/bioinformatics/pages/bio_page_report_export.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_report_export_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_report_export.svg,assets/icons/bioinformatics/pages/bio_page_report_export_24.png;assets/icons/bioinformatics/pages/bio_page_report_export_32.png;assets/icons/bioinformatics/pages/bio_page_report_export_48.png;assets/icons/bioinformatics/pages/bio_page_report_export_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_settings_resources,bio.page.settings_resources,bio_pages,assets/icons/bioinformatics/pages/bio_page_settings_resources.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_settings_resources_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_settings_resources.svg,assets/icons/bioinformatics/pages/bio_page_settings_resources_24.png;assets/icons/bioinformatics/pages/bio_page_settings_resources_32.png;assets/icons/bioinformatics/pages/bio_page_settings_resources_48.png;assets/icons/bioinformatics/pages/bio_page_settings_resources_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
bio_page_project_logs,bio.page.project_logs_technical_details,bio_pages,assets/icons/bioinformatics/pages/bio_page_project_logs.svg,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_project_logs_64_placeholder.png,assets/icons/bioinformatics/pages/bio_page_project_logs.svg,assets/icons/bioinformatics/pages/bio_page_project_logs_24.png;assets/icons/bioinformatics/pages/bio_page_project_logs_32.png;assets/icons/bioinformatics/pages/bio_page_project_logs_48.png;assets/icons/bioinformatics/pages/bio_page_project_logs_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_project_home,meta.page.project_home,meta_pages,assets/icons/meta/pages/meta_page_project_home.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_project_home_64_placeholder.png,assets/icons/meta/pages/meta_page_project_home.svg,assets/icons/meta/pages/meta_page_project_home_24.png;assets/icons/meta/pages/meta_page_project_home_32.png;assets/icons/meta/pages/meta_page_project_home_48.png;assets/icons/meta/pages/meta_page_project_home_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_question_meta_type,meta.page.question_meta_type,meta_pages,assets/icons/meta/pages/meta_page_question_meta_type.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_question_meta_type_64_placeholder.png,assets/icons/meta/pages/meta_page_question_meta_type.svg,assets/icons/meta/pages/meta_page_question_meta_type_24.png;assets/icons/meta/pages/meta_page_question_meta_type_32.png;assets/icons/meta/pages/meta_page_question_meta_type_48.png;assets/icons/meta/pages/meta_page_question_meta_type_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_search_strategy,meta.page.search_strategy,meta_pages,assets/icons/meta/pages/meta_page_search_strategy.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_search_strategy_64_placeholder.png,assets/icons/meta/pages/meta_page_search_strategy.svg,assets/icons/meta/pages/meta_page_search_strategy_24.png;assets/icons/meta/pages/meta_page_search_strategy_32.png;assets/icons/meta/pages/meta_page_search_strategy_48.png;assets/icons/meta/pages/meta_page_search_strategy_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_import_deduplication,meta.page.import_dedup,meta_pages,assets/icons/meta/pages/meta_page_import_deduplication.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_import_deduplication_64_placeholder.png,assets/icons/meta/pages/meta_page_import_deduplication.svg,assets/icons/meta/pages/meta_page_import_deduplication_24.png;assets/icons/meta/pages/meta_page_import_deduplication_32.png;assets/icons/meta/pages/meta_page_import_deduplication_48.png;assets/icons/meta/pages/meta_page_import_deduplication_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_screening,meta.page.screening,meta_pages,assets/icons/meta/pages/meta_page_screening.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_screening_64_placeholder.png,assets/icons/meta/pages/meta_page_screening.svg,assets/icons/meta/pages/meta_page_screening_24.png;assets/icons/meta/pages/meta_page_screening_32.png;assets/icons/meta/pages/meta_page_screening_48.png;assets/icons/meta/pages/meta_page_screening_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_fulltext_extraction,meta.page.fulltext_extraction,meta_pages,assets/icons/meta/pages/meta_page_fulltext_extraction.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_fulltext_extraction_64_placeholder.png,assets/icons/meta/pages/meta_page_fulltext_extraction.svg,assets/icons/meta/pages/meta_page_fulltext_extraction_24.png;assets/icons/meta/pages/meta_page_fulltext_extraction_32.png;assets/icons/meta/pages/meta_page_fulltext_extraction_48.png;assets/icons/meta/pages/meta_page_fulltext_extraction_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_quality_assessment,meta.page.quality_assessment,meta_pages,assets/icons/meta/pages/meta_page_quality_assessment.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_quality_assessment_64_placeholder.png,assets/icons/meta/pages/meta_page_quality_assessment.svg,assets/icons/meta/pages/meta_page_quality_assessment_24.png;assets/icons/meta/pages/meta_page_quality_assessment_32.png;assets/icons/meta/pages/meta_page_quality_assessment_48.png;assets/icons/meta/pages/meta_page_quality_assessment_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_analysis_tasks,meta.page.analysis_tasks,meta_pages,assets/icons/meta/pages/meta_page_analysis_tasks.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_analysis_tasks_64_placeholder.png,assets/icons/meta/pages/meta_page_analysis_tasks.svg,assets/icons/meta/pages/meta_page_analysis_tasks_24.png;assets/icons/meta/pages/meta_page_analysis_tasks_32.png;assets/icons/meta/pages/meta_page_analysis_tasks_48.png;assets/icons/meta/pages/meta_page_analysis_tasks_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_result_report,meta.page.result_report,meta_pages,assets/icons/meta/pages/meta_page_result_report.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_result_report_64_placeholder.png,assets/icons/meta/pages/meta_page_result_report.svg,assets/icons/meta/pages/meta_page_result_report_24.png;assets/icons/meta/pages/meta_page_result_report_32.png;assets/icons/meta/pages/meta_page_result_report_48.png;assets/icons/meta/pages/meta_page_result_report_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
meta_page_report_export,meta.page.report_export,meta_pages,assets/icons/meta/pages/meta_page_report_export.svg,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_report_export_64_placeholder.png,assets/icons/meta/pages/meta_page_report_export.svg,assets/icons/meta/pages/meta_page_report_export_24.png;assets/icons/meta/pages/meta_page_report_export_32.png;assets/icons/meta/pages/meta_page_report_export_48.png;assets/icons/meta/pages/meta_page_report_export_64.png,P1,"medium: page icon is safe only as navigation ornament, not proof of implemented analysis capability",false,"Final SVG/vector redraw, light/dark QA, padding/stroke normalization, and focused loader test required before active replacement.",,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_project,bio.page.project_home,empty_states,assets/images/empty_states/empty_project.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_project_64_placeholder.png,assets/images/empty_states/empty_project.svg,assets/images/empty_states/empty_project_24.png;assets/images/empty_states/empty_project_32.png;assets/images/empty_states/empty_project_48.png;assets/images/empty_states/empty_project_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by Bio project home page icon and generic empty-project illustration reference.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_result,result.semantic.testing_summary_only,empty_states,assets/images/empty_states/empty_result.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_result_64_placeholder.png,assets/images/empty_states/empty_result.svg,assets/images/empty_states/empty_result_24.png;assets/images/empty_states/empty_result_32.png;assets/images/empty_states/empty_result_48.png;assets/images/empty_states/empty_result_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by result preview icons and empty-result illustration for testing-summary-only semantics.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_missing_resource,resource.status.not_configured,empty_states,assets/images/empty_states/empty_missing_resource.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_missing_resource_64_placeholder.png,assets/images/empty_states/empty_missing_resource.svg,assets/images/empty_states/empty_missing_resource_24.png;assets/images/empty_states/empty_missing_resource_32.png;assets/images/empty_states/empty_missing_resource_48.png;assets/images/empty_states/empty_missing_resource_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by not-configured status badge and missing-resource empty-state illustration.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_blocked,feature.status.blocked,empty_states,assets/images/empty_states/empty_blocked.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_blocked_64_placeholder.png,assets/images/empty_states/empty_blocked.svg,assets/images/empty_states/empty_blocked_24.png;assets/images/empty_states/empty_blocked_32.png;assets/images/empty_states/empty_blocked_48.png;assets/images/empty_states/empty_blocked_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by status badge icon and blocked empty-state illustration for the same blocked semantic state.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_shell_only,feature.status.shell_only,empty_states,assets/images/empty_states/empty_shell_only.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_shell_only_64_placeholder.png,assets/images/empty_states/empty_shell_only.svg,assets/images/empty_states/empty_shell_only_24.png;assets/images/empty_states/empty_shell_only_32.png;assets/images/empty_states/empty_shell_only_48.png;assets/images/empty_states/empty_shell_only_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by status badge icon and shell-only empty-state illustration for the same shell-only semantic state.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
empty_preflight_only,analysis.status.preflight_only,empty_states,assets/images/empty_states/empty_preflight_only.svg,docs/ui/icon_extraction/batch_01/empty_states/empty_preflight_only_64_placeholder.png,assets/images/empty_states/empty_preflight_only.svg,assets/images/empty_states/empty_preflight_only_24.png;assets/images/empty_states/empty_preflight_only_32.png;assets/images/empty_states/empty_preflight_only_48.png;assets/images/empty_states/empty_preflight_only_64.png,P3,medium: illustration may be read as runtime state; must remain tied to blocked/shell/preflight/draft semantics,false,Final illustration/vector redraw and state-copy alignment required before active usage.,Shared by status badge icon and empty-state illustration for the same preflight-only semantic state.,docs/ui/icon_extraction/UI_B8b2_icon_extraction_manifest_20260521.csv,Placeholder remains under docs/ui/icon_extraction/batch_01; do not move to active assets in UI-B8b3.
